,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No,xm,ym,Clus_Db
441,SMOKY LAKE AGDM,54.278,-112.499,AB,-12.5,0.0,,7.2,0.0,-25.7,0.0,,,,22.2,1.0,,,8.0,,,,854.7,0.0,3016022,3057970.237703018,2354402.0984091545,3
442,SPONDIN AGCM,51.816,-111.683,AB,-11.6,0.0,,5.7,0.0,-29.5,0.0,,,,8.2,9.0,,,4.0,,,,828.0,0.0,3016070,3148705.2551193163,1898853.6947607165,3
443,STETTLER AGDM,52.347,-112.596,AB,-10.3,0.0,,6.2,0.0,-24.8,0.0,,,,18.2,0.0,,,6.0,,,,791.9,0.0,3016124,3047184.3348974027,1994934.3251299504,3
444,THORSBY AGCM,53.217,-113.895,AB,-9.5,0.0,,8.7,0.0,-26.7,0.0,,,,6.2,11.0,,,1.0,,,,768.6,0.0,3016441,2902742.1932016024,2154881.08990959,3
445,TOMAHAWK AGDM,53.439,-114.718,AB,-8.0,1.0,,11.6,1.0,-22.6,0.0,,,,33.8,3.0,,,12.0,,,,702.5,0.0,3016505,2811228.811665309,2196213.9076347733,3
446,TULLIBY LAKE AGCM,53.664,-110.081,AB,-15.1,0.0,,5.7,0.0,-34.2,0.0,,,,17.6,3.0,,,5.0,,,,927.4,0.0,3016593,3326839.443723376,2238326.214578579,3
447,TWO HILLS AGDM,53.625,-111.678,AB,-11.9,5.0,,4.1,5.0,-24.1,5.0,,,,13.7,10.0,,,4.0,,,,686.6,0.0,3016655,3149261.2294907407,2231010.6823051833,3
448,VERMILION AGDM,53.344,-110.882,AB,-13.5,0.0,,4.2,0.0,-31.8,0.0,,,,18.0,3.0,,,4.0,,,,883.1,0.0,3016802,3237772.349421346,2178500.1061959164,3
449,VIKING AGCM,53.182,-111.732,AB,-12.3,1.0,,4.9,1.0,-26.8,1.0,,,,16.4,2.0,,,5.0,,,,818.2,0.0,3016841,3143256.7062793677,2148384.2248639297,3
450,VIKING NORTH 3,53.283,-111.767,AB,-13.4,2.0,,6.5,1.0,-28.5,1.0,27.0,1.0,,27.0,1.0,,40.0,8.0,,,,816.4,0.0,3016845,3139364.8856794043,2167146.779063697,3
451,VILNA AGCM,54.13,-111.921,AB,-13.3,0.0,,7.3,0.0,-31.7,0.0,,,,14.3,0.0,,,3.0,,,,875.1,0.0,3016852,3122240.875039562,2326265.948630362,3
452,VIOLET GROVE CS,53.144,-115.126,AB,-6.9,0.0,,12.6,0.0,-23.7,0.0,,,,,,,32.0,,,,,697.8,0.0,3016860,2765861.302957159,2141336.4855870875,3
453,VEGREVILLE,53.505,-112.098,AB,-12.7,0.0,-1.9,5.4,0.0,-30.4,0.0,,,,68.4,3.0,,,15.0,,,,860.4,0.0,3016GF0,3102559.3822911745,2208543.665375228,3
454,WETASKIWIN AGCM,52.98,-113.444,AB,-10.3,0.0,,8.3,0.0,-29.6,0.0,,,,11.2,8.0,,,3.0,,,,792.2,0.0,3017282,2952891.081503993,2110991.2429756643,3
455,EDMONTON STONY PLAIN CS,53.547,-114.108,AB,-8.6,0.0,,9.9,0.0,-21.7,0.0,,,,25.5,0.0,,16.0,4.0,,,,744.6,0.0,301A001,2879057.6849789647,2216399.873256607,3
456,ESTHER 1,51.67,-110.206,AB,-12.0,0.0,,6.1,0.0,-28.1,0.0,,,,13.5,0.0,,,4.0,,,,840.3,0.0,301B460,3312940.084437791,1872634.807069757,3
457,UNIVERSITY OF ALBERTA METABOLIC CENTRE,53.517,-113.533,AB,-8.5,11.0,0.0,10.0,7.0,-21.0,7.0,39.6,0.0,400.0,39.6,0.0,400.0,0.0,9.0,,,,450.2,0.0,301FFNJ,2942994.7376926565,2210787.501433718,3
458,WAINWRIGHT CFB AIRFIELD 21,52.829,-111.096,AB,-13.2,0.0,,4.6,0.0,-28.0,0.0,,,,14.4,9.0,,2.0,5.0,,,,874.4,0.0,301S001,3213976.6463244245,2083153.097418922,3
459,ACADIA VALLEY,51.066,-110.317,AB,-11.2,0.0,,7.7,0.0,-29.6,0.0,,,,12.4,0.0,,,4.0,,,,816.7,0.0,3020035,3300597.4533921923,1765056.2879905365,3
460,ATLEE AGCM,50.81,-111.006,AB,-9.4,0.0,,7.2,0.0,-28.0,0.0,,,,6.1,5.0,,,3.0,,,,767.0,0.0,3020405,3223984.185010046,1719883.7296920205,3
461,BEISEKER AGCM,51.379,-113.357,AB,-8.2,0.0,,10.3,0.0,-28.0,0.0,,,,4.4,0.0,,,1.0,,,,733.2,0.0,3020610,2962565.0355667607,1820627.5794895086,-1
462,BIG VALLEY AGCM,51.998,-112.803,AB,-9.4,0.0,,7.6,0.0,-25.7,0.0,,,,32.3,5.0,,,13.0,,,,766.7,0.0,3020679,3024166.995920474,1931656.7424361184,3
463,CRAIGMYLE AGCM,51.775,-112.252,AB,-10.3,0.0,,7.3,0.0,-26.1,0.0,,,,5.0,5.0,,,3.0,,,,792.4,0.0,3021912,3085435.3716513338,1891482.295318664,3
464,CRAIGMYLE,51.767,-112.283,AB,-10.3,0.0,-1.5,8.5,0.0,-26.0,0.0,25.9,0.0,208.0,25.9,0.0,206.0,0.0,8.0,,,,792.1,0.0,3021940,3081988.330548508,1890044.7544886041,3
465,DRUMHELLER EAST,51.445,-112.677,AB,-8.9,0.0,,10.6,0.0,-28.7,0.0,,,,,,,,,,,,754.5,0.0,30221LG,3038177.550080343,1832393.935553722,-1
466,HESPERO AGCM,52.31,-114.486,AB,-9.0,0.0,,12.6,0.0,-29.2,0.0,,,,15.3,1.0,,,8.0,,,,755.0,0.0,3023200,2837026.022499355,1988202.2258973997,-1
467,HUSSAR AGDM,51.183,-112.5,AB,-8.2,0.0,,12.6,0.0,-20.9,0.0,,,,4.3,5.0,,,2.0,,,,734.0,0.0,3023402,3057859.0428287326,1785784.7505663019,-1
468,LACOMBE CDA 2,52.449,-113.756,AB,-9.0,0.0,,11.6,0.0,-27.5,0.0,,,,18.5,0.0,,,5.0,,,,756.9,0.0,3023722,2918198.2807271727,2013522.3109586807,-1
469,LEEDALE AGDM,52.553,-114.473,AB,-9.6,0.0,,8.5,0.0,-30.0,0.0,,,,12.4,3.0,,2.0,5.0,,,,772.9,0.0,3023740,2838471.555865057,2032519.1402564356,3
470,LINDEN AGCM,51.619,-113.656,AB,-8.7,0.0,,10.3,0.0,-31.7,0.0,,,,18.4,2.0,,,7.0,,,,748.5,0.0,3023850,2929317.7681556405,1863496.07429195,-1
471,MORRIN AGDM,51.66,-112.675,AB,-9.7,0.0,,6.8,0.0,-25.5,0.0,,,,10.0,0.0,,,4.0,,,,775.5,0.0,3024668,3038399.9398289137,1870842.0882409746,3
472,OLDS AGDM,51.759,-114.085,AB,-7.5,0.0,,10.5,0.0,-22.1,0.0,,,,5.9,11.0,,,3.0,,,,715.0,0.0,3024925,2881615.1670875135,1888607.4684016975,-1
473,OYEN AGDM,51.383,-110.35,AB,-11.6,0.0,,5.5,0.0,-25.8,0.0,,,,7.7,6.0,,,2.0,,,,830.0,0.0,3024965,3296928.0225407975,1821340.2087177904,3
474,POLLOCKVILLE AGDM,51.125,-111.705,AB,-10.7,0.0,,7.2,0.0,-31.9,0.0,,,,5.1,0.0,,,2.0,,,,804.3,0.0,3025243,3146258.967885054,1775502.5398775702,3
475,PRENTISS,52.433,-113.6,AB,-8.7,1.0,,9.1,1.0,-22.4,1.0,,,,4.3,16.0,,,1.0,,,,721.1,0.0,3025297,2935544.681115584,2010603.7052231124,3
476,RED DEER REGIONAL A,52.182,-113.894,AB,-9.2,0.0,,8.5,0.0,-30.4,0.0,17.2,0.0,,20.0,0.0,,6.0,6.0,,,,762.0,0.0,3025481,2902853.3880758863,1964956.1104416018,3
477,SCHULER AGDM,50.307,-110.091,AB,-8.1,0.0,,10.2,0.0,-27.1,0.0,,,,13.0,7.0,,,4.0,,,,731.1,0.0,3025768,3325727.49498053,1631842.4758889833,-1
478,SIBBALD WESTGARD,51.425,-110.146,AB,-12.3,4.0,,4.5,4.0,-31.0,4.0,14.0,4.0,,14.0,4.0,,5.0,3.0,,,,726.6,0.0,3025928,3319611.776894872,1828826.5789217586,3
479,THREE HILLS,51.768,-113.206,AB,-9.3,0.0,,8.6,0.0,-31.0,0.0,,,,9.3,5.0,,,4.0,,,,764.6,0.0,3026479,2979355.461583747,1890224.4331586668,-1
480,SUNDRE A,51.778,-114.683,AB,-7.1,0.0,,13.7,0.0,-28.0,0.0,,,,10.2,0.0,,10.0,2.0,,,,701.4,0.0,3026KNQ,2815120.6322652726,1892021.4388300618,-1
481,WIMBORNE AGCM,51.936,-113.591,AB,-8.3,0.0,,9.1,0.0,-27.5,0.0,,,,3.6,18.0,,,1.0,,,,736.7,0.0,3027582,2936545.434984146,1920467.1414457234,3
482,AZURE,50.512,-114.013,AB,-4.0,0.0,,16.2,0.0,-20.5,0.0,,,,7.3,2.0,,,3.0,,,,615.3,0.0,3030450,2889621.1980360094,1667610.7670658184,4
483,BARNWELL AGDM,49.8,-112.3,AB,-3.7,0.0,,16.8,0.0,-22.1,0.0,,,,4.9,8.0,,,2.0,,,,606.7,0.0,3030525,3080098.017685669,1544038.4498434775,4
484,BARONS AGCM,50.026,-113.224,AB,-4.2,0.0,,16.3,0.0,-23.7,0.0,,,,4.3,2.0,,,2.0,,,,620.2,0.0,3030529,2977353.9538466227,1583063.3766346117,4
485,BASSANO AGCM,50.893,-112.465,AB,-8.4,0.0,,9.9,0.0,-29.7,0.0,,,,3.6,1.0,,,1.0,,,,740.5,0.0,3030540,3061750.863428696,1734502.2990087308,-1
486,BLACK DIAMOND,50.707,-114.152,AB,-4.9,0.0,,16.3,0.0,-24.1,0.0,,,,2.8,13.0,,,1.0,,,,639.8,0.0,3030680,2874165.110510439,1701778.6849010773,4
487,BLOOD TRIBE AGDM,49.567,-113.05,AB,-2.9,1.0,,14.9,0.0,-22.4,1.0,,,,2.9,10.0,,,1.0,,,,563.8,0.0,3030720,2996701.8619721583,1503995.0227583973,4
488,BOW ISLAND,49.734,-111.45,AB,-4.8,0.0,,14.8,0.0,-23.7,0.0,,,,9.7,1.0,,,4.0,,,,637.1,0.0,3030768,3174613.6608276474,1532676.1775130704,4
489,BOW ISLAND IRRIGATION AGDM,49.867,-111.383,AB,-4.9,0.0,,14.8,0.0,-22.2,0.0,,,,11.6,3.0,,,5.0,,,,640.4,0.0,3030772,3182063.717404722,1555588.7307324912,4
490,BROCKET AGDM,49.617,-113.817,AB,-2.2,0.0,,14.5,0.0,-21.0,0.0,,,,7.8,4.0,,,3.0,,,,566.8,0.0,3030830,2911415.393395808,1512571.8808957972,4
491,BROOKS,50.555,-111.849,AB,-8.1,0.0,,9.6,0.0,-29.6,0.0,,,,5.7,0.0,,1.0,2.0,,,,731.7,0.0,3030QLP,3130246.9059880595,1675133.0724167647,-1
492,CALGARY INTL A,51.123,-114.013,AB,-4.6,0.0,,14.9,0.0,-19.8,0.0,13.7,0.0,,8.0,0.0,,1.0,2.0,,,,633.6,0.0,3031092,2889621.1980360094,1775148.211270325,4
493,CALGARY INT'L CS,51.109,-114.014,AB,-4.9,0.0,,14.5,0.0,-20.7,0.0,,,,4.6,0.0,,1.0,1.0,,,,640.0,0.0,3031094,2889510.0031617256,1772668.340457674,4
494,CARDSTON,49.201,-113.286,AB,-1.5,0.0,,15.8,0.0,-21.0,0.0,,,,20.8,5.0,,,7.0,,,,545.8,0.0,3031322,2970459.871640973,1441478.2135305498,4
495,CARWAY,49.001,-113.376,AB,-2.3,0.0,,16.0,0.0,-18.7,0.0,,,,19.1,2.0,,16.0,3.0,,,,568.6,0.0,3031402,2960452.332955351,1407511.3920396622,4
496,CHAMPION AGDM,50.282,-113.35,AB,-4.7,0.0,,17.9,0.0,-23.4,0.0,,,,3.9,4.0,,,1.0,,,,635.6,0.0,3031480,2963343.399686754,1627491.0503846798,4
497,CLARESHOLM,50.004,-113.639,AB,-3.4,0.0,,17.0,0.0,-24.7,0.0,,,,7.8,1.0,,2.0,3.0,,,,599.4,0.0,3031640,2931208.081018481,1579256.4413114209,4
498,COP UPPER,51.076,-114.222,AB,-4.7,0.0,,13.7,0.0,-18.9,0.0,,,,5.6,0.0,,,2.0,,,,636.9,0.0,3031875,2866381.4693105123,1766825.9013765128,4
499,ENCHANT AGDM,50.183,-112.433,AB,-5.0,0.0,,15.4,0.0,-21.8,0.0,,,,4.8,2.0,,,2.0,,,,642.9,0.0,3032422,3065309.099405805,1610281.8136581928,4
500,ETZIKOM AGCM,49.553,-111.054,AB,-5.8,0.0,,17.1,0.0,-26.4,0.0,,,,8.3,2.0,,,3.0,,,,665.8,0.0,3032450,3218646.831044381,1501595.0768684233,4
501,FINCASTLE AGDM,49.8,-112.033,AB,-3.7,0.0,,16.3,0.0,-18.9,0.0,,,,8.4,4.0,,,2.0,,,,606.5,0.0,3032550,3109787.0491196783,1544038.4498434775,4
502,FOREMOST AGDM,49.483,-111.486,AB,-4.8,0.0,,15.4,0.0,-25.1,0.0,,,,4.5,8.0,,,2.0,,,,637.2,0.0,3032642,3170610.6453533988,1489605.6536135953,4
503,FORT MACLEOD AGCM,49.786,-113.379,AB,-2.6,1.0,,16.2,1.0,-22.3,0.0,,,,2.6,9.0,,,1.0,,,,555.6,0.0,3032683,2960118.748332497,1541626.9776917025,4
504,GLEICHEN AGCM,50.934,-112.941,AB,-7.2,0.0,,11.0,0.0,-22.7,0.0,,,,3.1,0.0,,,0.0,,,,705.0,0.0,3032801,3008822.1032691877,1741733.1337427096,-1
505,GRASSY LAKE,49.874,-111.733,AB,-4.8,0.0,,17.2,0.0,-26.0,0.0,,,,8.7,5.0,,,3.0,,,,638.6,0.0,3032927,3143145.5114050824,1556796.4004473686,4
506,IRON SPRINGS AGDM,49.9,-112.733,AB,-3.4,0.0,,16.1,0.0,-19.8,0.0,,,,4.5,3.0,,,2.0,,,,600.0,0.0,3033498,3031950.6371204015,1561283.564085777,4
507,IRVINE AGCM,49.989,-110.261,AB,-6.2,0.0,,12.4,0.0,-26.2,0.0,,,,12.0,8.0,,,3.0,,,,677.6,0.0,3033550,3306824.366352134,1576661.8024378112,4
508,LETHBRIDGE,49.63,-112.799,AB,-3.2,4.0,,16.1,3.0,-24.7,4.0,,,,0.0,7.0,,,0.0,,,,509.8,0.0,3033875,3024611.775417612,1514803.3051658114,4
509,LETHBRIDGE CDA,49.695,-112.768,AB,-2.5,0.0,,17.1,0.0,-23.3,0.0,,,,2.8,0.0,,,0.0,,,,574.7,0.0,3033890,3028058.8165204376,1525969.3692501094,4
510,LETHBRIDGE DEMO FARM AGDM,49.683,-112.75,AB,-2.8,0.0,,16.3,0.0,-23.2,0.0,,,,2.8,3.0,,,0.0,,,,583.2,0.0,3033897,3030060.324257562,1523906.8188432856,4
511,MEDICINE HAT,50.019,-110.721,AB,-5.9,0.0,,13.7,0.0,-25.5,0.0,,,,4.2,0.0,,,2.0,,,,669.2,0.0,3034479,3255674.72418118,1581851.8899544487,4
512,MEDICINE HAT RCS,50.025,-110.717,AB,-6.0,0.0,,14.9,0.0,-27.2,0.0,,,,9.3,0.0,,2.0,3.0,,,,671.6,0.0,3034485,3256119.503678319,1582890.296300198,4
513,MOSSLEIGH AGCM,50.673,-113.349,AB,-6.3,0.0,,13.7,0.0,-24.8,0.0,,,,3.4,1.0,,,2.0,,,,680.3,0.0,3034577,2963454.5945610376,1695810.9959986461,4
514,NEIR AGDM,51.369,-114.099,AB,-5.3,0.0,,14.4,0.0,-21.9,0.0,,,,2.9,3.0,,,1.0,,,,651.2,0.0,3034795,2880058.438847527,1818846.2788288752,4
515,PINCHER CREEK,49.521,-113.997,AB,-2.4,1.0,,13.5,1.0,-22.7,1.0,,,,6.8,1.0,,,3.0,,,,551.2,0.0,3035198,2891400.3160245647,1496112.0681404583,4
516,PINCHER CREEK CLIMATE,49.522,-114.005,AB,-2.5,0.0,,13.4,0.0,-22.9,0.0,,,,17.3,0.0,,5.0,7.0,,,,573.3,0.0,3035208,2890510.7570302878,1496283.3578349305,4
517,QUEENSTOWN,50.606,-112.983,AB,-6.4,0.0,-0.8,15.0,0.0,-24.5,0.0,1.0,0.0,6.0,1.0,0.0,6.0,0.0,1.0,,,,683.0,0.0,3035340,3004151.918549231,1684063.777401927,4
518,RAYMOND AGDM,49.483,-112.683,AB,-2.8,0.0,,16.0,0.0,-22.6,0.0,,,,3.6,3.0,,,1.0,,,,583.5,0.0,3035422,3037510.380834635,1489605.6536135953,4
519,ROLLING HILLS AGCM,50.265,-111.701,AB,-6.6,0.0,,12.5,0.0,-28.2,0.0,,,,4.2,4.0,,,2.0,,,,689.1,0.0,3035530,3146703.7473821933,1624533.3863703962,4
520,ROSEMARY AGDM,50.833,-112.05,AB,-10.0,0.0,,9.5,0.0,-31.2,0.0,,,,7.1,6.0,,,3.0,,,,782.9,0.0,3035650,3107896.7362568392,1723932.053998869,-1
521,SEVEN PERSONS AGDM,49.917,-110.917,AB,-5.6,0.0,,14.9,0.0,-23.6,0.0,,,,8.8,1.0,,,3.0,,,,659.4,0.0,3035845,3233880.5288213827,1564218.7863118146,4
522,STANDARD AGCM,51.228,-112.982,AB,-7.1,0.0,,10.1,0.0,-20.9,0.0,,,,15.7,0.0,,,4.0,,,,703.6,0.0,3036086,3004263.113423516,1793771.2442325177,-1
523,STAVELY AAFC,50.183,-113.883,AB,-3.0,0.0,,15.1,0.0,-18.5,0.0,,,,11.3,0.0,,,5.0,,,,589.1,0.0,3036099,2904076.531693019,1610281.8136581928,4
524,STRATHMORE AGDM,51.033,-113.283,AB,-7.0,0.0,,10.6,0.0,-23.5,0.0,,,,3.8,0.0,,,1.0,,,,700.9,0.0,3036205,2970793.456263827,1759219.274785255,-1
525,TABER,49.792,-112.124,AB,-6.4,15.0,,16.5,10.0,-20.0,10.0,4.0,10.0,,4.0,10.0,,,3.0,,,,317.2,0.0,3036360,3099668.3155597732,1542660.3804002274,4
526,TRAVERS AGCM,50.304,-112.863,AB,-4.9,0.0,,16.8,0.0,-21.6,0.0,,,,1.9,4.0,,,0.0,,,,641.4,0.0,3036500,3017495.3034633934,1631320.1840791479,4
527,VAUXHALL CDA CS,50.05,-112.133,AB,-5.0,0.0,,17.0,0.0,-21.7,0.0,,,,8.8,0.0,,,1.0,,,,643.5,0.0,3036682,3098667.561691211,1587218.3861567108,4
528,WILDCAT HILLS,51.269,-114.721,AB,-5.0,4.0,,14.5,4.0,-22.5,4.0,12.4,4.0,,13.8,4.0,,4.0,5.0,,,,552.5,0.0,3037550,2810895.227042455,1801054.6290899692,4
529,WRENTHAM AGDM,49.5,-112.117,AB,-3.6,0.0,,14.7,0.0,-21.1,0.0,,,,5.0,11.0,,,2.0,,,,605.5,0.0,3037675,3100446.679679765,1492515.7934252983,4
530,OKOTOKS,50.729,-113.961,AB,-4.7,0.0,0.3,16.0,0.0,-22.0,0.0,11.5,0.0,67.0,11.5,0.0,66.0,6.0,4.0,,,,634.7,0.0,303M9JM,2895403.3314988133,1705642.4370823167,4
531,DEL BONITA AGDM,49.05,-112.817,AB,-2.7,1.0,,15.4,0.0,-20.2,1.0,,,,8.0,2.0,,,2.0,,,,558.6,0.0,3042045,3022610.2676804895,1415820.6153447852,4
532,MANYBERRIES AGCM,49.364,-110.678,AB,-6.3,0.0,,14.5,0.0,-28.6,0.0,,,,10.7,2.0,,,3.0,,,,681.7,0.0,3044203,3260456.103775422,1469262.9068641206,-1
533,MASINASIN AGDM,49.137,-111.652,AB,-3.3,0.0,,16.7,0.0,-23.3,0.0,,,,5.8,3.0,,0.0,1.0,,,,596.0,0.0,3044232,3152152.296222142,1430593.927979475,4
534,MILK RIVER,49.133,-112.05,AB,-3.8,0.0,,17.2,0.0,-23.9,0.0,,,,10.4,0.0,,6.0,2.0,,,,609.1,0.0,3044533,3107896.7362568392,1429914.1269772733,4
535,ONEFOUR CDA,49.117,-110.467,AB,-6.0,0.0,,13.0,0.0,-26.3,0.0,,,,4.4,0.0,,0.0,2.0,,,,672.0,0.0,3044923,3283918.2222494893,1427195.4713451928,4
536,PAKOWKI LAKE AGCM,49.225,-111.126,AB,-4.4,1.0,,14.8,1.0,-25.0,1.0,,,,5.8,5.0,,,3.0,,,,606.0,0.0,3045000,3210640.8000958837,1445563.4516976867,4
537,BANFF CS,51.193,-115.552,AB,-2.5,0.0,,9.9,0.0,-21.2,0.0,,,,21.8,0.0,,1.0,7.0,,,,573.1,0.0,3050519,2718492.2865118845,1787558.8527605413,-1
538,BEAVER MINES,49.468,-114.175,AB,-2.3,0.0,,12.0,0.0,-23.8,0.0,,,,16.2,6.0,,12.0,4.0,,,,567.5,0.0,3050602,2871607.628401892,1487038.722138457,-1
539,BOW VALLEY,51.083,-115.067,AB,-3.4,0.0,,13.5,0.0,-24.3,0.0,,,,22.7,1.0,,,5.0,,,,598.2,0.0,3050778,2772421.8005399564,1768064.8583108103,4
540,CROWSNEST,49.628,-114.482,AB,-2.2,0.0,,11.3,0.0,-20.8,0.0,,,,0.0,27.0,,,0.0,,,,564.4,0.0,3051R4R,2837470.8019964946,1514459.9703679457,-1
541,JASPER WARDEN,52.926,-118.03,AB,-4.2,0.0,,10.0,0.0,-21.6,0.0,,,,25.1,0.0,,18.0,7.0,,,,621.5,0.0,3053536,2442951.3880344452,2101024.7305172216,-1
542,KANANASKIS,51.028,-115.035,AB,-2.8,0.0,1.9,14.0,0.0,-21.0,0.0,31.9,0.0,134.0,24.4,0.0,116.0,12.0,6.0,,,,581.7,0.0,3053600,2775980.036517066,1758335.241503303,4
543,KANANASKIS POCATERRA,50.713,-115.12,AB,-4.8,22.0,3.3,9.0,15.0,-20.0,15.0,9.0,17.0,,9.0,15.0,,,3.0,,,,137.0,0.0,3053604,2766528.4722028673,1702832.2556383973,-1
544,NORDEGG CS,52.492,-116.04,AB,-5.4,0.0,,13.5,0.0,-22.4,0.0,,,,30.0,0.0,,24.0,7.0,,,,655.8,0.0,3054843,2664229.1878609606,2021371.3210373055,-1
545,PEKISKO,50.368,-114.416,AB,-4.5,0.0,,11.3,0.0,-25.3,0.0,,,,22.2,2.0,,22.0,5.0,,,,629.5,0.0,3055119,2844809.6636992837,1642469.563451089,-1
546,WATERTON PARK GATE,49.131,-113.809,AB,-2.2,0.0,,13.8,0.0,-25.9,0.0,,,,31.1,0.0,,,6.0,,,,566.5,0.0,3056214,2912304.952390085,1429574.2470456194,4
547,NAKISKA RIDGETOP,50.943,-115.19,AB,-6.1,0.0,,5.3,0.0,-18.7,0.0,,,,,,,,,,,,675.2,0.0,305MGFF,2758744.8310029404,1743321.2432463272,-1
548,ATHABASCA AGCM,54.635,-113.382,AB,-10.8,0.0,,8.1,0.0,-26.4,0.0,,,,19.1,0.0,,,5.0,,,,805.3,0.0,3060330,2959785.1637096433,2422689.4889753433,3
549,ATMORE AGDM,54.782,-112.825,AB,-12.6,2.0,,7.1,2.0,-32.8,2.0,,,,19.7,5.0,,12.0,6.0,,,,795.0,0.0,3060406,3021720.7086862107,2450982.08901575,3
550,BARRHEAD CS,54.095,-114.448,AB,-9.6,0.0,,11.3,0.0,-26.9,0.0,,,,19.1,0.0,,18.0,6.0,,,,772.5,0.0,3060535,2841251.427722174,2319626.832327268,3
551,BRULE BLACK CAT,53.35,-117.867,AB,-6.3,13.0,0.2,12.0,10.0,-23.5,6.0,23.2,6.0,,23.2,6.0,,32.0,7.0,,,,364.9,0.0,3060903,2461076.152542848,2179617.7039402137,3
552,CAMPSIE AUTO,54.131,-111.678,AB,-9.2,0.0,,12.4,0.0,-29.8,0.0,,,,19.0,0.0,,15.0,6.0,,,,762.8,0.0,3061201,3149261.2294907407,2326455.7200602526,-1
553,DAPP AGDM,54.317,-113.95,AB,-11.8,0.0,,6.9,0.0,-31.0,0.0,,,,15.7,4.0,,,6.0,,,,833.5,0.0,3061975,2896626.4751159446,2361833.1711653164,3
554,EDSON,53.579,-116.465,AB,-8.3,4.0,,9.0,4.0,-26.0,4.0,,,,14.1,4.0,,,2.0,,,,631.0,0.0,3062239,2616971.3662899714,2222390.7897404153,3
555,EDSON CLIMATE,53.58,-116.453,AB,-7.6,0.0,,12.9,0.0,-28.2,0.0,,,,28.2,0.0,,35.0,6.0,,,,717.7,0.0,3062246,2618305.7047813875,2222578.0789343435,3
556,ENTWISTLE,53.6,-114.983,AB,-5.0,11.0,2.5,14.0,11.0,-25.0,11.0,33.0,11.0,,33.0,11.0,,0.0,7.0,,,,390.3,0.0,3062451,2781762.1699798685,2226324.7935777865,-1
557,EVANSBURG AGCM,53.573,-115.124,AB,-7.8,0.0,,11.8,0.0,-25.2,0.0,,,,25.3,1.0,,,7.0,,,,722.0,0.0,3062475,2766083.6927057295,2221267.1476029037,3
558,FORT ASSINIBOINE AGCM,54.41,-114.769,AB,-9.2,0.0,,12.2,0.0,-26.5,0.0,,,,19.5,0.0,,,6.0,,,,761.3,0.0,3062660,2805557.8730767905,2379581.890890008,3
559,FORT MCMURRAY CS,56.651,-111.213,AB,-17.6,0.0,,2.9,0.0,-39.6,0.0,,,,25.5,0.0,,27.0,7.0,,,,995.8,0.0,3062696,3200966.8460331177,2820015.444333954,-1
560,FORT MCMURRAY A,56.653,-111.223,AB,-18.2,6.0,,-2.8,6.0,-38.5,4.0,,,,19.8,6.0,,,4.0,,,,795.6,0.0,3062697,3199854.8972902703,2820419.9932023305,-1
561,HENDRICKSON CREEK,53.795,-118.447,AB,-7.7,1.0,,9.4,1.0,-27.9,0.0,,,,28.5,2.0,,81.0,7.0,,,,694.6,0.0,3063135,2396583.1254577334,2262948.5760262664,3
562,HIGH PRAIRIE AGDM,55.396,-116.479,AB,-9.9,0.0,,8.3,0.0,-27.5,0.0,,,,14.5,8.0,,,7.0,,,,780.9,0.0,3063165,2615414.638049986,2570281.27631006,3
563,ISLAND LAKE SOUTH,54.821,-113.543,AB,-11.5,0.0,,7.1,0.0,-30.7,0.0,,,,24.6,0.0,,11.0,6.0,,,,824.8,0.0,3063600,2941882.7889498095,2458505.542064652,3
564,LAC LA BICHE CLIMATE,54.769,-112.024,AB,-13.2,0.0,,8.1,0.0,-30.0,0.0,,,,24.1,0.0,,24.0,6.0,,,,873.3,0.0,3063686,3110787.8029882405,2448475.8835774567,3
565,MILDRED LAKE,57.041,-111.559,AB,-16.7,0.0,,2.9,0.0,-36.0,0.0,,,,29.2,1.0,,41.0,8.0,,,,971.5,0.0,3064528,3162493.4195306175,2899311.789105448,-1
566,RICH LAKE AGDM,54.5,-111.7,AB,-14.3,0.0,,6.8,0.0,-32.4,0.0,,,,16.1,0.0,,,6.0,,,,904.4,0.0,3065475,3146814.942256477,2396796.4403688842,3
567,SLAVE LAKE,55.293,-114.777,AB,-10.7,1.0,,7.7,1.0,-25.0,1.0,,,,18.0,1.0,,,4.0,,,,774.1,0.0,3065995,2804668.314082513,2550140.126172784,3
568,SLAVE LAKE RCS,55.293,-114.777,AB,-11.0,0.0,,7.0,0.0,-25.5,0.0,,,,14.6,1.0,,2.0,6.0,,,,813.3,0.0,3065997,2804668.314082513,2550140.126172784,3
569,TAWATINAW AGCM,54.3,-113.52,AB,-11.3,0.0,,6.4,0.0,-25.6,0.0,,,,16.8,7.0,,,7.0,,,,820.8,0.0,3066367,2944440.2710583583,2358593.1202043043,3
570,WHITECOURT,54.14,-115.784,AB,-8.2,0.0,,12.3,0.0,-23.0,0.0,,,,,,,,,,,,732.9,0.0,3067371,2692695.0756778386,2328163.8690991253,3
571,WHITECOURT A,54.144,-115.787,AB,-8.6,0.0,,11.6,0.0,-24.0,0.0,,,,,,,22.0,,,,,745.6,0.0,3067373,2692361.4910549847,2328923.165603944,3
